Progress,Duration (in seconds),Finished,S1_4,S1_5,S1_6,S2_4,S2_5,S2_6,S3_4,S3_5,S3_6,S4_4,S4_5,S4_6,S5_4,S5_5,S5_6,S6_4,S6_5,S6_6,S7_4,S7_5,S7_6,S8_4,S8_5,S8_6,S9_4,S9_5,S9_6,S10_4,S10_5,S10_6,S11_4,S11_5,S11_6,S12_4,S12_5,S12_6,S13_4,S13_5,S13_6,S14_4,S14_5,S14_6,S15_4,S15_5,S15_6,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A,S5-FR_5 - Parent Topics,S5-FR_5 - Sentiment Polarity,S5-FR_5 - Sentiment Score,S5-FR_5 - Sentiment,S5-FR_5 - Topic Sentiment Label,S5-FR_5 - Topic Sentiment Score,S5-FR_5 - Topics,FL_11_DO_FL_248,FL_11_DO_FL_265,FL_11_DO_FL_264,FL_11_DO_FL_263,FL_11_DO_FL_262,FL_11_DO_FL_261,FL_11_DO_FL_260,FL_11_DO_FL_259,FL_11_DO_FL_258,FL_11_DO_FL_257,FL_11_DO_FL_256,FL_11_DO_FL_255,FL_11_DO_FL_254,FL_11_DO_FL_253,FL_11_DO_FL_252,FL_11_DO_FL_251,FL_11_DO_FL_250,FL_11_DO_FL_249,FL_186_DO_FL_25,FL_186_DO_FL_27,FL_186_DO_FL_29,FL_186_DO_FL_31,FL_186_DO_FL_33,FL_186_DO_FL_35,FL_189_DO_FL_37,FL_189_DO_FL_39,FL_189_DO_FL_41,FL_189_DO_FL_44,FL_189_DO_FL_49,FL_189_DO_FL_51,FL_196_DO_FL_54,FL_196_DO_FL_56,FL_196_DO_FL_58,FL_196_DO_FL_60,FL_196_DO_FL_62,FL_196_DO_FL_64,FL_197_DO_FL_66,FL_197_DO_FL_68,FL_197_DO_FL_70,FL_197_DO_FL_72,FL_197_DO_FL_74,FL_197_DO_FL_76,FL_198_DO_FL_78,FL_198_DO_FL_80,FL_198_DO_FL_82,FL_198_DO_FL_84,FL_198_DO_FL_86,FL_198_DO_FL_88,FL_199_DO_FL_90,FL_199_DO_FL_92,FL_199_DO_FL_94,FL_199_DO_FL_96,FL_199_DO_FL_98,FL_199_DO_FL_100,FL_200_DO_FL_108,FL_200_DO_FL_110,FL_200_DO_FL_112,FL_200_DO_FL_114,FL_200_DO_FL_116,FL_200_DO_FL_118,FL_201_DO_FL_120,FL_201_DO_FL_123,FL_201_DO_FL_125,FL_201_DO_FL_127,FL_201_DO_FL_129,FL_201_DO_FL_131,FL_202_DO_FL_133,FL_202_DO_FL_137,FL_202_DO_FL_135,FL_202_DO_FL_139,FL_202_DO_FL_141,FL_202_DO_FL_143,FL_203_DO_FL_145,FL_203_DO_FL_147,FL_203_DO_FL_149,FL_203_DO_FL_151,FL_203_DO_FL_153,FL_203_DO_FL_155,FL_204_DO_FL_157,FL_204_DO_FL_161,FL_204_DO_FL_163,FL_204_DO_FL_165,FL_204_DO_FL_167,FL_204_DO_FL_169,FL_205_DO_FL_159,FL_205_DO_FL_171,FL_205_DO_FL_173,FL_205_DO_FL_175,FL_205_DO_FL_177,FL_205_DO_FL_179,FL_206_DO_FL_207,FL_206_DO_FL_208,FL_206_DO_FL_209,FL_206_DO_FL_210,FL_206_DO_FL_211,FL_206_DO_FL_212,FL_213_DO_FL_214,FL_213_DO_FL_215,FL_213_DO_FL_216,FL_213_DO_FL_217,FL_213_DO_FL_218,FL_213_DO_FL_219,FL_220_DO_FL_221,FL_220_DO_FL_222,FL_220_DO_FL_223,FL_220_DO_FL_224,FL_220_DO_FL_225,FL_220_DO_FL_226,FL_227_DO_FL_228,FL_227_DO_FL_229,FL_227_DO_FL_230,FL_227_DO_FL_231,FL_227_DO_FL_232,FL_227_DO_FL_233,FL_234_DO_FL_235,FL_234_DO_FL_236,FL_234_DO_FL_237,FL_234_DO_FL_238,FL_234_DO_FL_239,FL_234_DO_FL_240,FL_241_DO_FL_242,FL_241_DO_FL_243,FL_241_DO_FL_244,FL_241_DO_FL_245,FL_241_DO_FL_246,FL_241_DO_FL_247
100,273,TRUE,36,100,46,,,,9,61,9,,,,,,,2,1,0,,,,13,27,1,,,,,,,0,1,1,,,,,,,,,,,,,,,,19,45,34,,,,,22,Male,White / Caucasian,,Some College,Rung 9,committing credit card fraud,,getting an advance payday loan,,,throwing away all of the food,,tackling him and holding him down,,,lighting a fire under the car,,,,,,locking up the store,,,,,,,,,4,,3,,,1,,5,,,2,,,,,,6,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
100,245,TRUE,,,,,,,,,,75,82,67,,,,,,,,,,,,,83,100,83,,,,100,100,80,,,,91,100,92,0,0,0,,,,,,,100,100,100,,,,,65,Male,White / Caucasian,,High School or equivalent,Rung 3,,,,paying for a day-pass to the gym,,,,,taking a detour at the next exit,,asking to use the mall's loudspeaker,,telling his sister as soon as possible,pitching his situation to a reality TV network,,,calling his lawyer,,,,,,,,,,,,5,,,,,6,,1,,2,4,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
100,369,TRUE,90,100,100,,,,,,,,,,,,,75,100,70,,,,,,,,,,80,80,90,75,95,80,30,100,20,,,,,,,,,,95,100,90,,,,,,,,53,Female,White / Caucasian,,College Graduate (4 year),Rung 6,switching insurance plans,,,,,searching for a water source,,,,refusing to drive her,calling emergency services,taking a train instead,,,,giving Todd her water,,,,,,,,,,2,,,,,4,,,,1,3,5,,,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
100,355,TRUE,30,15,25,,,,70,100,15,,,,,,,100,100,100,30,85,30,,,,,,,,,,0,0,0,40,80,20,,,,,,,,,,,,,,,,,,,,25,Male,Hispanic / Latino,,College Graduate (4 year),Rung 6,committing credit card fraud,,paying the money from his own wallet,,,searching for a water source,giving her ticket to Ted,,,,lighting a fire under the car,asking to check the knife,,,,,,,,,,,,,,6,,4,,,2,1,,,,5,3,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,236,TRUE,,,,53,70,69,41,11,3,,,,69,89,93,73,83,87,,,,,,,,,,71,75,90,,,,5,0,1,,,,,,,,,,,,,,,,,,,,40,Female,White / Caucasian,,High School or equivalent,Rung 5,,taking a public bus,overcharging the next customers,,calling her mom,searching for a water source,,,,calling her a cab,,threatening security with the knife,,,,,,,,,,,,,,,3,5,,1,4,,,,2,,6,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,305,TRUE,,,,,,,65,100,85,,,,,,,0,0,0,,,,,,,,,,,,,,,,60,95,65,100,100,100,,,,,,,80,15,60,60,70,50,,,,,20,Male,White / Caucasian,,High School or equivalent,Rung 3,,,explaining the situation to his boss,,,boosting morale with a three-legged race,,,,,,taking a train instead,calling the taxi company,,,yelling at Todd for getting stuck,leaving the store unattended,,,,,,,,,,,4,,,3,,,,,,2,6,,,5,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
100,315,TRUE,,,,8,22,5,,,,,,,76,93,71,,,,,,,,,,93,100,97,88,90,95,,,,2,1,3,,,,,,,,,,,,,,,,1,1,0,,45,Male,White / Caucasian,,Master's Degree (MS),Rung 4,,trying to convince a passing driver to trade cars,,,calling her mom,,,,pulling over and calling 911,refusing to drive her,,pretending the knife is part of a hip replacement,,,,,,leaving her dogs with him,,,,,,,,,2,,,1,,,,4,6,,5,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,103,TRUE,,,,,,,0,59,1,,,,,,,,,,12,8,20,60,95,80,,,,,,,,,,,,,,,,,,,88,97,97,9,42,25,26,59,75,,,,,28,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,selling one of his kidneys,,,,pretending they are conjoined twins,asking the parents if they know him,,,,,,,requesting supplies to be airdropped,sawing Todd’s arm off,telling his lawyer that he’s sick,,,,,,,,,,,3,,,,6,5,,,,,,,2,4,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,
100,231,TRUE,,,,,,,65,48,60,83,56,79,,,,54,66,55,69,57,63,,,,,,,,,,68,43,60,,,,,,,,,,,,,,,,58,60,55,,,,,40,Male,White / Caucasian,,College Graduate (4 year),Rung 2,,,getting an advance payday loan,borrowing someone's phone,,searching for a water source,trying to buy a ticket off another person,,,,checking that the doors are locked,,,,,,leaving the store unattended,,,,,,,,,,,3,5,,6,4,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
100,209,TRUE,100,100,100,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,50,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,Female,White / Caucasian,,Some College,Rung 3,switching insurance plans,demanding that the airline delays the flight,,,,throwing away all of the food,teleporting into the concert,,tailgating the car,turning invisible,,,,,,,,,,,,,,,,6,1,,,,4,5,,3,2,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,284,TRUE,60,100,72,,,,,,,,,,,,,81,55,87,30,100,50,,,,,,,,,,,,,,,,70,84,40,71,21,0,71,100,83,,,,,,,,,,,28,Female,White / Caucasian,,Some College,Rung 3,starting a fundraiser,,,,,collecting wood to start a fire,giving her ticket to Ted,,,,,,borrowing their mom’s wedding ring,buying his father a tent,organizing a fishing crew,,,,,,,,,,,1,,,,,3,2,,,,,,5,6,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
100,319,TRUE,64,50,43,,,,10,0,3,,,,,,,,,,0,45,0,55,100,20,,,,,,,5,50,1,,,,,,,,,,,,,,,,,,,8,50,2,,43,Male,White / Caucasian,,Some College,Rung 4,searching for the medication on the black market,,staging a robbery,,,,teleporting into the concert,making cat noises at him until he leaves,,,pouring water on the car to cool it,,,,,,,leaving her dogs with him,,,,,,,,3,,6,,,,4,1,,,5,,,,,,,2,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,126,TRUE,2,100,10,0,0,0,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,,,,75,100,100,,,,,,,,,,,,,,,,5,100,76,,31,Male,White / Caucasian,,Some College,Rung 3,going on strike for better wages,demanding that the airline delays the flight,,,,,,,ramming into the car,stealing whatever she has on her,,storing the knife in an airport locker,,,,,,leaving her dogs with him,,,,,,,,3,4,,,,,,,1,2,,5,,,,,,6,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,400,TRUE,,,,,,,39,0,0,35,25,25,,,,,,,,,,50,20,20,,,,,,,19,50,20,22,0,0,,,,,,,,,,50,50,50,,,,,,,,23,Male,White / Caucasian,,Some College,Rung 6,,,paying the money from his own wallet,renewing her membership,,,,keeping an eye on him,,,slashing the tires,threatening security with the knife,,,,giving Todd her water,,,,,,,,,,,,1,3,,,,2,,,5,6,,,,4,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
100,221,TRUE,,,,0,0,0,,,,,,,,,,,,,,,,100,100,100,,,,,,,,,,0,0,0,70,35,21,5,3,0,,,,40,93,1,,,,,,,,39,Male,White / Caucasian,,Some College,Rung 4,,demanding that the airline delays the flight,,,,,,keeping an eye on him,,,,threatening security with the knife,running away,buying his father a tent,,sawing Todd’s arm off,,,,,,,,,,,2,,,,,,4,,,,3,6,5,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
100,300,TRUE,98,100,100,,,,,,,98,100,100,,,,,,,,,,,,,,,,0,0,0,25,50,10,,,,,,,,,,80,95,80,98,100,100,,,,,,,,60,Male,White / Caucasian,,College Graduate (4 year),Rung 7,taking out a loan,,,paying for a day-pass to the gym,,,,,,turning invisible,pouring water on the car to cool it,,,,organizing a fishing crew,hiking until she finds cell service,,,,,,,,,,1,,,2,,,,,,6,5,,,,3,4,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,
100,164,TRUE,,,,,,,,,,20,7,19,,,,0,0,0,,,,,,,,,,,,,0,0,0,,,,100,100,100,90,100,90,,,,,,,,,,71,100,91,,29,Male,Black / African American,,College Graduate (4 year),Rung 5,,,,lying that she left her card inside,,boosting morale with a three-legged race,,,,,slashing the tires,,telling his sister as soon as possible,checking in on his father daily,,,,calling for help,,,,,,,,,,,1,,2,,,,,6,,3,5,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
100,417,TRUE,,,,0,20,9,11,98,100,83,41,45,,,,64,88,91,,,,,,,,,,,,,,,,,,,,,,,,,60,92,90,61,93,88,,,,,,,,24,Male,Hispanic / Latino,,Some College,Rung 5,,calling a taxi,explaining the situation to his boss,crawling past the front desk,,boosting morale with a three-legged race,,,,,,,,,rationing their food,giving Todd her water,,,,,,,,,,,4,1,5,,6,,,,,,,,,2,3,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,
100,132,TRUE,,,,62,100,90,,,,1,0,0,,,,,,,,,,,,,0,0,0,23,32,13,,,,0,0,0,,,,,,,,,,,,,,,,91,100,100,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,taking a public bus,,pulling the fire alarm,,,,,ramming into the car,calling her a cab,,hiding the knife in someone else's bag,,,,,,calling for help,,,,,,,,,5,,1,,,,,2,6,,3,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
100,283,TRUE,64,91,23,,,,,,,,,,,,,,,,,,,71,47,71,99,50,100,,,,,,,,,,8,13,8,100,81,100,,,,,,,,,,56,90,6,,42,Male,Hispanic / Latino,,Some College,Rung 5,starting a fundraiser,,,,,,,making cat noises at him until he leaves,honking at the driver until they pull over,,,,blaming it on the maid of honor,moving into his father’s apartment,,,,finishing the race,,,,,,,,4,,,,,,,1,5,,,,6,2,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
100,379,TRUE,,,,,,,,,,70,100,80,,,,,,,50,80,50,45,90,60,,,,70,90,60,10,5,5,,,,,,,55,100,80,,,,,,,,,,,,,,26,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,paying for a day-pass to the gym,,,giving her ticket to Ted,asking the parents if they know him,,calling her a cab,slashing the tires,,,moving into his father’s apartment,,,,,,,,,,,,,,,2,,,3,4,,1,5,,,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,232,TRUE,,,,,,,,,,62,27,45,39,50,58,74,36,48,50,61,31,,,,59,36,53,,,,,,,61,39,52,,,,,,,,,,,,,,,,,,,,23,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,lying that she left her card inside,lying that her house burnt down,stealing all of the food and water,giving her ticket to Ted,,honking at the driver until they pull over,,,storing the knife in an airport locker,,,,,,,,,,,,,,,,,5,6,3,1,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,371,TRUE,80,46,62,,,,,,,,,,,,,49,75,28,,,,60,32,52,,,,70,40,60,40,90,68,,,,,,,,,,71,41,61,,,,,,,,,,,40,Female,White / Caucasian,,Master's Degree (MS),Rung 7,taking out a loan,,,,,collecting wood to start a fire,,reading his mind,,stealing whatever she has on her,asking to use the mall's loudspeaker,,,,rationing their food,,,,,,,,,,,3,,,,,5,,1,,2,4,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
100,113,TRUE,,,,,,,,,,,,,27,46,54,31,50,51,42,57,65,,,,51,56,47,,,,,,,,,,,,,52,65,53,,,,51,67,65,,,,,,,,30,Male,Black / African American,,Master's Degree (MS),Rung 8,,,,,copying a friend's assignment,searching for a water source,giving her ticket to Ted,,honking an angry message in Morse code,,,,,abandoning his father,,hiking until she finds cell service,,,,,,,,,,,,,,1,5,4,,3,,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
100,314,TRUE,,,,,,,,,,11,1,24,65,87,91,,,,,,,,,,,,,1,0,1,,,,,,,100,100,100,,,,100,100,100,5,6,4,,,,,,,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,,crawling past the front desk,quickly trying to redo the assignment,,,,,yelling in gibberish until she leaves,,,calling the taxi company,,rationing their food,sawing Todd’s arm off,,,,,,,,,,,,,2,3,,,,,5,,,4,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
100,342,TRUE,,,,,,,,,,,,,,,,,,,85,95,100,,,,,,,,,,,,,,,,15,0,0,100,15,0,2,0,0,,,,75,30,55,40,75,70,,26,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,,,,,,,going without Ted,,,,,,borrowing their mom’s wedding ring,buying his father a tent,serving engine fuel to the passengers,,telling his lawyer that he’s sick,leaving her dogs with him,,,,,,,,,,,,,,5,,,,,,2,1,6,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,1
100,374,TRUE,100,100,50,,,,20,0,30,,,,,,,,,,,,,85,100,75,40,0,60,,,,100,80,65,,,,,,,,,,,,,50,60,60,,,,,,,,43,Female,Other,Multiracial,Some College,Rung 5,going on strike for better wages,,getting an advance payday loan,,,,,waving to the parents,tailgating the car,,calling emergency services,,,,,leaving Todd to save herself,,,,,,,,,,2,,6,,,,,3,5,,4,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
100,170,TRUE,100,100,99,,,,1,1,1,,,,,,,1,1,1,100,100,100,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,1,,,,,,,,67,Female,White / Caucasian,,Some College,Rung 8,starting a fundraiser,,overcharging the next customers,,,boosting morale with a three-legged race,trying to buy a ticket off another person,,,,,,blaming it on the maid of honor,,,leaving Todd to save herself,,,,,,,,,,1,,3,,,6,2,,,,,,5,,,4,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
100,301,TRUE,43,90,83,,,,,,,,,,,,,,,,,,,75,93,89,,,,,,,,,,,,,70,94,94,,,,0,0,0,49,64,66,,,,81,100,93,,49,Female,,,,,going on strike for better wages,,,,,,,waving to the parents,,,,,telling his sister as soon as possible,,selling all the food to the highest bidder,leaving Todd to save herself,,carrying her competitor on her sled,,,,,,,,6,,,,,,,4,,,,,2,,1,3,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,
100,274,TRUE,,,,,,,,,,79,82,70,83,96,97,,,,,,,,,,,,,,,,90,100,77,,,,,,,,,,10,2,1,,,,60,86,81,60,5,4,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 2,,,,crawling past the front desk,bringing in the assignment the next day,,,,,,pouring water on the car to cool it,,,,selling all the food to the highest bidder,,calling his lawyer,stealing his dogs for extra speed,,,,,,,,,,,4,5,,,,,,1,,,,2,,6,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,
100,263,TRUE,92,92,40,20,9,9,61,91,30,,,,100,100,100,,,,,,,,,,,,,92,100,100,,,,,,,,,,,,,100,100,100,,,,,,,,,,,43,Female,White / Caucasian,,High School or equivalent,Rung 5,searching for the medication on the black market,taking a public bus,paying the money from his own wallet,,calling her mom,,,,,calling her a cab,,,,,organizing a fishing crew,,,,,,,,,,,4,5,1,,6,,,,,3,,,,,2,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
100,372,TRUE,,,,77,96,100,,,,,,,3,3,4,16,4,12,,,,,,,,,,,,,,,,,,,,,,,,,93,97,100,9,16,7,,,,4,2,3,,57,Female,White / Caucasian,,High School or equivalent,Rung 5,,rescheduling for a later flight,,,lying that her house burnt down,stealing all of the food and water,,,,,,,,,requesting supplies to be airdropped,sawing Todd’s arm off,,hiding him in the snow,,,,,,,,,5,,,4,2,,,,,,,,,6,1,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,
100,130,TRUE,,,,,,,,,,61,92,92,,,,,,,,,,,,,,,,,,,,,,9,0,8,60,81,66,62,88,84,,,,,,,0,0,0,10,0,0,,42,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,,,renewing her membership,,,,,,,,hiding the knife in someone else's bag,borrowing their mom’s wedding ring,moving into his father’s apartment,,,leaving the store unattended,hiding him in the snow,,,,,,,,,,,3,,,,,,,,4,6,5,,,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
100,93,TRUE,85,94,87,87,96,87,,,,87,95,87,,,,82,95,84,,,,,,,82,96,83,,,,,,,,,,,,,,,,,,,81,92,81,,,,,,,,32,Female,Black / African American,,College Graduate (4 year),Rung 8,taking out a loan,trying to convince a passing driver to trade cars,,paying for a day-pass to the gym,,stealing all of the food and water,,,taking a detour at the next exit,,,,,,,yelling at Todd for getting stuck,,,,,,,,,,5,3,,4,,2,,,1,,,,,,,6,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
100,107,TRUE,65,6,22,0,48,0,,,,19,7,76,,,,,,,,,,9,86,0,,,,,,,,,,,,,,,,,,,7,0,0,,,,0,0,0,,,,,49,Female,White / Caucasian,,High School or equivalent,Rung 6,committing credit card fraud,demanding that the airline delays the flight,,lying that she left her card inside,,,,making cat noises at him until he leaves,,,,,,,selling all the food to the highest bidder,,leaving the store unattended,,,,,,,,,2,6,,1,,,,4,,,,,,,3,,5,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
100,147,TRUE,75,98,65,,,,,,,75,100,86,,,,,,,,,,,,,,,,25,80,25,75,100,90,40,100,30,,,,,,,,,,,,,11,0,1,,,,,46,Male,White / Caucasian,,College Graduate (4 year),Rung 5,searching for the medication on the black market,,,borrowing someone's phone,,,,,,turning invisible,calling emergency services,taking a train instead,,,,,staging a break-in at the store,,,,,,,,,1,,,6,,,,,,3,2,4,,,,,5,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
